event_id,name,epoch,pred_sigma_min,T0,P,duration_hours,mag_V,mag_R,depth_mmag,current_oc_min,min_telescope_inches,ra,dec,n_obs_recent,exoclock_priority,recent_activity_flag,events_per_month,network_needed,campaign_flag,ttv_flag,snr_proxy,time_since_last_obs_days,last_obs_jd,Tmid_utc,obs_frac,obs_max_alt,obs_min_alt,obs_mean_airmass,obs_visible,obs_peak_time_jd,ttv_amplitude_min,ttv_signal_strength,ttv_significance_class,instrument_difficulty,instrument_difficulty_norm,aperture_exoclock,required_aperture,aperture_ratio,instrument_flag,instrument_feasible,aperture_consistency,instrument_penalty,science_priority_numeric,science_recency_score,campaign_intensity,campaign_intensity_norm,S1,S2,S3,S4,S5,S6,base_score,final_score,priority_group,obs_frac_pct,final_score_pct,obs_interpretation,ephemeris_interpretation,score_interpretation,science_interpretation,synergy_explanation,score_breakdown,summary_text,flag_labels
KOI-12b_309,KOI-12b,309,1.653954493903643,2455729.51594,17.855227,7.47,11.51,11.071,10.37,-15.27,5.0,297.4537225,41.0110075,0,alert,False,1.6801802631800762,True,True,1,42.21,5496.249261097051,2455729.51594,2026-07-25 06:43:36.388,0.05,40.322866757959275,-0.756245134904515,11.799444088471832,1,2461246.6969489353,15.27,0.7635,moderate,4,0.6666666666666666,5.0,6.237074801490048,0.259878116728752,OK,True,1.2474149602980096,1.0,5,1.0,6.004054078954023,0.7063593034063557,3,5,4,1,5.0,5,3.75,3.75,0,0.8361502347417841,0.9986586183769283,excellent visibility,well constrained ephemeris,top priority target,ExoClock alert target; no observations in the last year,multi-site coordination required; active campaign target; partial visibility,"{'priority': 'top priority target', 'score': 3.75, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'ExoClock alert target; no observations in the last year', 'coordination': 'multi-site coordination required; active campaign target; partial visibility', 'network': True, 'campaign': True}",top priority target. well constrained ephemeris. excellent visibility. TTV signal moderate. ExoClock alert target; no observations in the last year. part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
WASP-68b_861,WASP-68b,861,2.4807187273885987,2456852.93247,5.0843153,5.14,10.67,10.181,7.36,10.49,5.7,305.0957745833333,-19.314700277777778,0,alert,False,5.900499522521744,True,True,1,43.51,4372.832741733175,2456852.93247,2026-07-09 00:39:05.117,0.9583333333333334,42.4702412122796,18.475263345000062,1.8706931950890626,1,2461230.5965870023,10.49,0.5245,moderate,3,0.5,5.7,6.061919503156681,0.25257997929819503,OK,True,1.0634946496766107,1.0,5,1.0,5.7701498567565235,0.6788411596184145,2,4,3,5,5.0,5,3.75,3.75,0,0.9704225352112676,0.9986586183769283,excellent visibility,well constrained ephemeris,top priority target,ExoClock alert target; no observations in the last year,multi-site coordination required; active campaign target,"{'priority': 'top priority target', 'score': 3.75, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'ExoClock alert target; no observations in the last year', 'coordination': 'multi-site coordination required; active campaign target', 'network': True, 'campaign': True}",top priority target. well constrained ephemeris. excellent visibility. TTV signal moderate. ExoClock alert target; no observations in the last year. part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
WASP-68b_862,WASP-68b,862,2.4833169871412863,2456852.93247,5.0843153,5.14,10.67,10.181,7.36,10.49,5.7,305.0957745833333,-19.314700277777778,0,alert,False,5.900499522521744,True,True,1,43.51,4372.832741735969,2456852.93247,2026-07-14 02:40:29.959,1.0,42.47056969076096,28.909711426340326,1.6111273175084302,1,2461235.583680081,10.49,0.5245,moderate,3,0.5,5.7,6.061919503156681,0.25257997929819503,OK,True,1.0634946496766107,1.0,5,1.0,5.7701498567565235,0.6788411596184145,2,4,3,5,5.0,5,3.75,3.75,0,0.9870556673373575,0.9986586183769283,excellent visibility,well constrained ephemeris,top priority target,ExoClock alert target; no observations in the last year,multi-site coordination required; active campaign target,"{'priority': 'top priority target', 'score': 3.75, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'ExoClock alert target; no observations in the last year', 'coordination': 'multi-site coordination required; active campaign target', 'network': True, 'campaign': True}",top priority target. well constrained ephemeris. excellent visibility. TTV signal moderate. ExoClock alert target; no observations in the last year. part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
WASP-94Ab_632,WASP-94Ab,632,0.42778785936880376,2458739.12004,3.95020155,4.57,10.05,10.17,15.76,-2.54,5.0,313.78310208333335,-34.1355575,0,high,False,7.594549194584768,True,False,0,103.34,2486.645172499586,2458739.12004,2026-07-14 03:31:07.870,0.8166666666666667,27.66804489650889,15.21029995222588,2.4943177241346564,1,2461235.607729977,2.54,0.127,none,4,0.6666666666666666,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,4,1.0,4.27836475837543,0.5033370303971094,5,1,4,4,5.0,3,3.7,3.7,0,0.9536552649228706,0.9981891348088531,excellent visibility,well constrained ephemeris,top priority target,high ExoClock priority; no observations in the last year,multi-site coordination required,"{'priority': 'top priority target', 'score': 3.7, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-94Ab_634,WASP-94Ab,634,0.42892102221718104,2458739.12004,3.95020155,4.57,10.05,10.17,15.76,-2.54,5.0,313.78310208333335,-34.1355575,0,high,False,7.594549194584768,True,False,0,103.34,2486.645172505174,2458739.12004,2026-07-22 01:07:42.698,0.825,27.667920585734212,15.017861624248622,2.5039366356731962,1,2461243.5859108563,2.54,0.127,none,4,0.6666666666666666,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,4,1.0,4.27836475837543,0.5033370303971094,5,1,4,4,5.0,3,3.7,3.7,0,0.95439302481556,0.9981891348088531,excellent visibility,well constrained ephemeris,top priority target,high ExoClock priority; no observations in the last year,multi-site coordination required,"{'priority': 'top priority target', 'score': 3.7, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-69b_599,WASP-69b,599,0.42178112870898177,2458924.57637,3.8681384,2.24,9.87,9.22,20.55,-0.52,5.0,315.0258204166667,-5.094454722222222,4,medium,True,7.755668721677591,False,False,0,142.5,2301.1888417587616,2458924.57637,2026-07-20 02:10:16.683,1.0,56.71062942495569,44.954531202420775,1.2592740879755806,1,2461241.5946375346,0.52,0.026000000000000002,none,6,1.0,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,3,0.2,2.3267006165032775,0.2737294842945032,5,1,5,5,3.2,2,3.6300000000000003,3.6300000000000003,0,0.9870556673373575,0.9979879275653923,excellent visibility,well constrained ephemeris,top priority target,medium ExoClock priority; 4 observations in the last year (moderately monitored),no special coordination required,"{'priority': 'top priority target', 'score': 3.6300000000000003, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; 4 observations in the last year (moderately monitored)', 'coordination': 'no special coordination required', 'network': False, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. medium ExoClock priority; 4 observations in the last year (moderately monitored).,—
HAT-P-2b_383,HAT-P-2b,383,0.27050541010011553,2459068.906048,5.63346772,4.31,8.69,8.417,6.62,-1.15,5.0,245.15149124999996,41.04808583333333,1,medium,True,5.3253167482425905,True,False,0,81.55,2156.859146712348,2459068.906048,2026-07-05 00:33:40.379,1.0,77.31351230270992,40.6772042453128,1.1737442907445492,1,2461226.441439572,1.15,0.057499999999999996,none,4,0.6666666666666666,5.0,4.0,0.16666666666666666,OK,True,0.8,1.0,3,0.5,3.597595024472777,0.42324647346738553,5,1,4,5,3.5,3,3.625,3.625,0,0.9870556673373575,0.9978537894030852,excellent visibility,well constrained ephemeris,top priority target,medium ExoClock priority; 1 observations in the last year,multi-site coordination required,"{'priority': 'top priority target', 'score': 3.625, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; 1 observations in the last year', 'coordination': 'multi-site coordination required', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. excellent visibility. medium ExoClock priority; 1 observations in the last year. requires multi-site coordination.,🌍 Network
TOI-5803b_266,TOI-5803b,266,79.291372159375,2459802.7103,5.38305,1.41,10.66,10.227,2.04,-23.32,27.34,327.24856041666663,6.278339166666667,3,alert,True,5.5730487363112,False,True,1,6.36,1423.0549092390575,2459802.7103,2026-07-13 02:25:09.056,1.0,68.10160933063152,40.60632274873254,1.1868957003377087,1,2461234.6480214815,23.32,1.0,strong,3,0.5,27.34,21.882956228465105,0.9117898428527127,OK,True,0.8004007398853367,1.0,5,0.25,3.67191462089336,0.4319899553992188,1,5,3,5,5.0,4,3.6,3.6,0,0.9870556673373575,0.997719651240778,excellent visibility,high ephemeris uncertainty,top priority target,ExoClock alert target; 3 observations in the last year (moderately monitored),active campaign target,"{'priority': 'top priority target', 'score': 3.6, 'visibility': 'excellent visibility', 'ephemeris': 'high ephemeris uncertainty', 'science': 'ExoClock alert target; 3 observations in the last year (moderately monitored)', 'coordination': 'active campaign target', 'network': False, 'campaign': True}",top priority target. high ephemeris uncertainty. excellent visibility. TTV signal strong. ExoClock alert target; 3 observations in the last year (moderately monitored). part of an active campaign.,📡 Campaign
K2-287b_214,K2-287b,214,2.3839915814081025,2458061.29462,14.8931869,3.58,11.308,11.04,7.84,16.55,6.92,233.07436125,-22.3582675,1,alert,True,2.0143438876739,True,True,1,28.87,3164.4705801568925,2458061.29462,2026-07-26 22:27:34.491,0.55,39.230210602887425,12.227002952872752,2.272750595604802,1,2461248.352482535,16.55,0.8275,moderate,3,0.5,6.92,9.441284550878757,0.3933868562866149,OK,True,1.3643474784506875,1.0,5,0.5,4.60430316630217,0.5416827254473141,2,5,3,3,5.0,4,3.55,3.55,0,0.9156270959087861,0.9969818913480886,excellent visibility,well constrained ephemeris,top priority target,ExoClock alert target; 1 observations in the last year,multi-site coordination required; active campaign target,"{'priority': 'top priority target', 'score': 3.55, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'ExoClock alert target; 1 observations in the last year', 'coordination': 'multi-site coordination required; active campaign target', 'network': True, 'campaign': True}",top priority target. well constrained ephemeris. excellent visibility. TTV signal moderate. ExoClock alert target; 1 observations in the last year. part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
TOI-163b_438,TOI-163b,438,0.47070146252011347,2459373.969172,4.23111677,4.42,11.47,11.11,10.49,7.7,5.09,79.76815416666666,-71.89559722222224,0,high,False,7.090326651514276,True,False,0,33.92,1851.7960316468962,2459373.969172,2026-07-05 16:44:25.427,0.0,-15.61651930917056,-32.43153535883044,,0,2461227.114183183,7.7,0.385,weak,4,0.6666666666666666,5.09,7.914650703114007,0.3297771126297503,OK,True,1.55494119904008,1.0,4,1.0,5.627097995454283,0.6620115288769745,5,2,4,1,5.0,4,3.55,3.55,0,0.413682092555332,0.9969818913480886,limited visibility,well constrained ephemeris,top priority target,high ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'top priority target', 'score': 3.55, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",top priority target. well constrained ephemeris. limited visibility. TTV signal weak. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
