name,matched_alias,papers_last_12m,papers_last_36m,last_paper_date,latest_title,latest_bibcode,recent_activity_flag
TOI-125c,TOI 125 c,0,0,,,,False
TOI-139b,TOI 139 b,0,0,,,,False
TOI-150.01,TOI 150.01,0,0,,,,False
TOI-157b,TOI 157 b,0,0,,,,False
TOI-163b,TOI 163 b,0,0,,,,False
TOI-169b,TOI 169 b,0,0,,,,False
TOI-172b,TOI 172 b,0,0,,,,False
TOI-178d,TOI 178 d,0,0,,,,False
TOI-178e,TOI-178e,1,1,2026-03-00,Particle dynamics in TOI-178 planetary system,2026EPJST.234.7739B,True
TOI-178g,TOI-178g,1,1,2026-03-00,Particle dynamics in TOI-178 planetary system,2026EPJST.234.7739B,True
TOI-181b,TOI 181 b,1,1,2026-07-00,POSEIDON I: The Dynamical Origins of Transiting Neptunes,2026AJ....172...57E,True
TOI-198b,TOI 198 b,0,0,,,,False
TOI-201b,TOI 201 b,2,2,2026-01-00,"VizieR Online Data Catalog: Mid-transit times for TOI-201 b and c (Maciejewski+, 2025)",2026yCat..19889063M,True
TOI-206b,TOI 206 b,0,0,,,,False
TOI-216.01,TOI 216.01,0,0,,,,False
TOI-216.02,TOI 216.02,0,0,,,,False
TOI-237b,TOI 237 b,1,1,2026-06-00,Hidden Gems in TESS: SHERLOCK finds two new rocky planets around nearby M dwarfs,2026MNRAS.549ag710T,True
TOI-244b,TOI 244 b,0,1,,,,False
TOI-251b,TOI 251 b,1,1,2025-08-00,"VizieR Online Data Catalog: A search for stellar siblings of TOI-251b syst. (Sun+, 2023)",2025yCat..19520068S,True
TOI-257b,TOI 257 b,0,0,,,,False
TOI-262b,TOI 262 b,0,0,,,,False
TOI-269b,TOI 269 b,0,0,,,,False
TOI-270b,TOI-270b,2,4,2025-10-00,Possible Evidence for the Presence of Volatiles on the Warm Super-Earth TOI-270 b,2025AJ....170..226C,True
TOI-270c,TOI-270c,1,1,2025-09-00,Temperate Exoplanet Study with JWST and ARIEL,2025epsc.conf..211P,True
TOI-270d,TOI-270d,23,44,2026-07-00,A Window for Water-hydrogen Demixing on Warm Metal-rich Sub-Neptunes,2026ApJ..1006...59P,True
TOI-277b,TOI 277 b,0,0,,,,False
TOI-411c,TOI 411 c,0,0,,,,False
TOI-421b,TOI-421b,6,10,2026-06-00,JWST NIRCam Observations of HD 207496 b: Extreme Stellar Activity or a Disintegrating sub-Neptune?,2026ASTCS..1160006C,True
TOI-421c,TOI 421 c,1,2,2025-09-00,ATREIDES: I. Embarking on a trek across the exo-Neptunian landscape with the TOI-421 system,2025A&A...701A.190B,True
TOI-431b,TOI-431b,2,5,2026-06-00,Coupled Orbital and Interior Structure Evolution of Lava Planets,2026ApJ..1003..190H,True
TOI-431d,TOI 431 d,0,1,,,,False
TOI-444b,TOI 444 b,0,0,,,,False
TOI-451b,TOI 451 b,1,1,2026-02-00,Mass estimates of the young TOI-451 transiting planets: multidimensional Gaussian Process on stellar spectroscopic and photometric signals,2026MNRAS.546ag087B,True
TOI-451c,TOI 451 c,2,2,2026-08-00,Probing the Atmospheres of Young Long-period Sub-Neptune Progenitors with ELT/ANDES,2026AJ....172...90D,True
TOI-451d,TOI 451 d,0,0,,,,False
TOI-470b,TOI 470 b,0,0,,,,False
TOI-481b,TOI 481 b,0,0,,,,False
TOI-500b,TOI 500 b,0,0,,,,False
TOI-530b,TOI 530 b,0,0,,,,False
TOI-532b,TOI 532 b,0,0,,,,False
TOI-540b,TOI 540 b,1,1,2025-12-00,A Radio Search for Star-Planet Interaction in TOI-540 and SPECULOOS-3,2025arXiv251216852O,True
TOI-544b,TOI 544 b,0,1,,,,False
TOI-559b,TOI 559 b,0,0,,,,False
TOI-561b,TOI-561b,4,11,2026-02-00,On the Importance of Geometry in Exoplanet Irradiation: Implications for the Day─Night Contrast,2026ApJ...997..167S,True
TOI-561c,TOI 561 c,0,1,,,,False
TOI-564b,TOI 564 b,0,0,,,,False
TOI-615b,TOI 615 b,0,0,,,,False
TOI-620b,TOI 620 b,0,0,,,,False
TOI-622b,TOI-622b,1,1,2025-10-00,"PLATOSpec's first results: Planets WASP-35b and TOI-622b are on aligned orbits, and K2-237b is on a polar orbit",2025A&A...702A.266Z,True
TOI-628b,TOI 628 b,0,0,,,,False
TOI-640b,TOI-640b,1,1,2026-02-00,Line by Line: an atomic characterization of the atmospheres of hot giant exoplanets TOI 1288b and TOI 640b.,2026AAS...24711407M,True
TOI-672b,TOI 672 b,1,1,2026-04-00,Confirmation of the hot super-Neptune TOI-672 b with NIRPS and HARPS: Insights into the Neptunian desert around M dwarfs,2026A&A...709A..23O,True
TOI-674b,TOI 674 b,0,1,,,,False
TOI-677b,TOI 677 b,0,3,,,,False
TOI-700b,TOI 700 b,0,0,,,,False
TOI-700c,TOI 700 c,0,2,,,,False
TOI-712b,TOI 712 b,0,0,,,,False
TOI-712c,TOI 712 c,0,0,,,,False
TOI-776b,TOI 776 b,1,8,2026-07-00,Using observations of escaping H/He to constrain the atmospheric composition of sub-Neptunes,2026MNRAS.549g1043R,True
TOI-776c,TOI-776c,2,6,2026-07-00,Using observations of escaping H/He to constrain the atmospheric composition of sub-Neptunes,2026MNRAS.549g1043R,True
TOI-778b,TOI 778 b,0,0,,,,False
TOI-824b,TOI-824b,1,1,2026-06-00,Is the hot Neptune desert populated by exposed giant planet interiors? Revealing the first thermal emission spectra of hot and dense sub-Neptunes,2026ASTCS..1140003R,True
TOI-833b,TOI 833 b,0,0,,,,False
TOI-836b,TOI 836 b,0,0,,,,False
TOI-836c,TOI 836 c,0,1,,,,False
TOI-837b,TOI 837 b,1,3,2026-06-00,The 35 Myr old infant planet TOI-837 b has a mildly misaligned orbit,2026A&A...710L..38M,True
TOI-892b,TOI 892 b,0,0,,,,False
TOI-905b,TOI 905 b,0,0,,,,False
TOI-913b,TOI 913 b,0,0,,,,False
TOI-942b,TOI 942 b,0,0,,,,False
TOI-942c,TOI 942 c,0,0,,,,False
TOI-954b,TOI 954 b,0,0,,,,False
TOI-969b,TOI-969b,1,1,2025-09-00,Exoplanet transits through the exoclock project in support of the Ariel space mission,2025epsc.conf.1682D,True
TOI-1064c,TOI 1064 c,0,0,,,,False
TOI-1107b,TOI 1107 b,0,0,,,,False
TOI-1130b,TOI 1130 b,2,2,2026-05-00,JWST Unveils a High Mean Molecular Weight Atmosphere for Mini-Neptune TOI-1130 b: Evidence for Formation Beyond the Water Ice Line,2026ApJ..1002L..32B,True
TOI-1130c,TOI 1130 c,1,1,2025-09-00,Tidal Effects on Planetary Migration in Systems Hosting a Hot Jupiter and an Inner Companion,2025epsc.conf.1120C,True
TOI-1136b,TOI 1136 b,0,0,,,,False
TOI-1136c,TOI 1136 c,0,0,,,,False
TOI-1136d,TOI 1136 d,0,1,,,,False
TOI-1136e,TOI 1136 e,0,0,,,,False
TOI-1136f,TOI 1136 f,0,0,,,,False
TOI-1181b,TOI 1181 b,0,1,,,,False
TOI-1201b,TOI 1201 b,0,0,,,,False
TOI-1231b,TOI 1231 b,2,2,2026-07-00,Transmission Spectrum of the Benchmark Temperate Exo-Neptune TOI-1231 b,2026ApJ..1005L..52S,True
TOI-1246b,TOI 1246 b,0,0,,,,False
TOI-1246d,TOI 1246 d,0,0,,,,False
TOI-1259Ab,TOI 1259Ab,1,1,2026-04-00,TOI-1259Ab: A warm Jupiter orbiting a K-dwarf white-dwarf binary on a low-obliquity orbit,2026A&A...708A.272V,True
TOI-1260b,TOI 1260 b,0,0,,,,False
TOI-1260d,TOI 1260 d,0,0,,,,False
TOI-1266c,TOI 1266 c,1,4,2025-08-00,Exploring the habitability and interior composition of exoplanets lying within the extended habitable zone,2025MNRAS.541.1180D,True
TOI-1268b,TOI 1268 b,0,2,,,,False
TOI-1272b,TOI-1272b,2,2,2026-06-00,The GAPS Programme at TNG LXXIV. A reanalysis of the planetary systems TOI-1272 and TOI-1694 with HARPS-N and retraction of the planetary interpretation of TOI-1272 c,2026arXiv260621625M,True
TOI-1288b,TOI-1288b,1,1,2026-02-00,Line by Line: an atomic characterization of the atmospheres of hot giant exoplanets TOI 1288b and TOI 640b.,2026AAS...24711407M,True
TOI-1296b,TOI 1296 b,0,0,,,,False
TOI-1298b,TOI 1298 b,0,0,,,,False
TOI-1333b,TOI 1333 b,0,0,,,,False
TOI-1338b,TOI 1338 b,0,2,,,,False
TOI-1411b,TOI 1411 b,0,0,,,,False
TOI-1416b,TOI 1416 b,0,1,,,,False
TOI-1422b,TOI 1422 b,1,2,2026-01-00,A 34.6-d transiting sub-Neptune in the TOI-1422 planetary system,2026MNRAS.545f2030N,True
TOI-1431b,TOI 1431 b,2,5,2026-05-00,Confirmation of Fe I on MASCARA-5 b's Dayside Observed With EXPRES,2026AJ....171..322S,True
TOI-1442b,TOI 1442 b,0,0,,,,False
TOI-1452b,TOI 1452 b,1,2,2025-08-00,Exploring the habitability and interior composition of exoplanets lying within the extended habitable zone,2025MNRAS.541.1180D,True
TOI-1468b,TOI 1468 b,1,4,2025-08-00,Uniform Reanalysis of JWST MIRI 15 μm Exoplanet Eclipse Observations Using Frame-normalized Principal Component Analysis,2025ApJ...989L..11C,True
TOI-1468c,TOI-1468c,1,2,2025-09-00,A new energy balance model to map the habitability of tidally locked rocky planets: application to the Ariel target list,2025epsc.conf.1010S,True
TOI-1470b,TOI 1470 b,0,0,,,,False
TOI-1470c,TOI 1470 c,0,0,,,,False
TOI-1478b,TOI 1478 b,0,0,,,,False
TOI-1516b,TOI-1516b,1,2,2025-12-00,"A Combined TESS and Ground-based Study of Transit Timing Variations in HAT-P-16, TOI-1516 and TOI-2046 Systems",2025AJ....170..341S,True
TOI-1518b,TOI-1518b,5,10,2026-07-00,Atmospheric characterization of six ultra-hot Jupiters from $K$-band high-resolution spectroscopy,2026arXiv260703992F,True
TOI-1601b,TOI 1601 b,0,0,,,,False
TOI-1670c,TOI 1670 c,0,1,,,,False
TOI-1680b,TOI 1680 b,0,0,,,,False
TOI-1685b,TOI-1685b,4,10,2026-06-00,Two rocky planets through NIRSpec's eyes: what we learned from phase curves,2026ASTCS..1160090X,True
TOI-1693b,TOI 1693 b,0,0,,,,False
TOI-1694b,TOI-1694b,1,2,2026-06-00,The GAPS Programme at TNG LXXIV. A reanalysis of the planetary systems TOI-1272 and TOI-1694 with HARPS-N and retraction of the planetary interpretation of TOI-1272 c,2026arXiv260621625M,True
TOI-1710b,TOI 1710 b,2,2,2026-07-00,POSEIDON. II. The Antialigned Orbit of the Warm Neptune TOI-1710 A b,2026ApJ..1005L..15E,True
TOI-1728b,TOI 1728 b,0,0,,,,False
TOI-1759b,TOI 1759 b,0,0,,,,False
TOI-1789b,TOI 1789 b,0,0,,,,False
TOI-1807b,TOI 1807 b,2,5,2026-05-00,PALEOS: Multiphase equations of state and mass-radius relations for exoplanet interiors,2026arXiv260503741A,True
TOI-1811b,TOI 1811 b,0,0,,,,False
TOI-1820b,TOI 1820 b,0,0,,,,False
TOI-1842b,TOI 1842 b,0,0,,,,False
TOI-1859b,TOI 1859 b,0,0,,,,False
TOI-1860b,TOI 1860 b,1,1,2026-01-00,"Spectropolarimetric characterisation of exoplanet host stars in preparation of the Ariel mission: II. The magnetised wind environment of TOI-1860, DS Tuc A, and HD 63433",2026A&A...705A..40B,True
TOI-1899b,TOI 1899 b,0,1,,,,False
TOI-1937Ab,TOI 1937Ab,0,3,,,,False
TOI-2000c,TOI 2000 c,0,1,,,,False
TOI-2018b,TOI 2018 b,0,3,,,,False
TOI-2025b,TOI 2025 b,0,0,,,,False
TOI-2046b,TOI-2046b,1,5,2025-12-00,"A Combined TESS and Ground-based Study of Transit Timing Variations in HAT-P-16, TOI-1516 and TOI-2046 Systems",2025AJ....170..341S,True
TOI-2048b,TOI 2048 b,0,1,,,,False
TOI-2076b,TOI 2076 b,0,2,,,,False
TOI-2076c,TOI 2076 c,0,0,,,,False
TOI-2076d,TOI 2076 d,0,0,,,,False
TOI-2081b,TOI 2081 b,0,0,,,,False
TOI-2109b,TOI-2109b,5,14,2026-06-00,A GHOST Search for Atmospheric Chemistry: Retrieval of Ti and Fe signatures in TOI-2109 b,2026ASTCS..1100122C,True
TOI-2136b,TOI 2136 b,1,1,2026-01-00,Discovery of Three Sub-Neptune Exoplanets Orbiting M Dwarfs with TESS,2026IAUS..393..187S,True
TOI-2145b,TOI 2145 b,0,0,,,,False
TOI-2152Ab,TOI 2152Ab,0,0,,,,False
TOI-2154b,TOI 2154 b,0,0,,,,False
TOI-2158b,TOI 2158 b,0,0,,,,False
TOI-2194b,TOI 2194 b,0,0,,,,False
TOI-2207b,TOI 2207 b,0,0,,,,False
TOI-2236b,TOI 2236 b,0,0,,,,False
TOI-2260b,TOI 2260 b,1,1,2026-02-00,Calculating Instellation of Exoplanets by Extended Sources using ExoHype,2026AAS...24711404C,True
TOI-2338b,TOI 2338 b,0,0,,,,False
TOI-2364b,TOI-2364b,1,1,2026-04-00,"VizieR Online Data Catalog: TESS &amp; KPF: TOI-2364 light &amp; radial velocity curves (Tamburo+, 2025)",2026yCat..51700034T,True
TOI-2411b,TOI 2411 b,0,0,,,,False
TOI-2421b,TOI 2421 b,0,0,,,,False
TOI-2427b,TOI 2427 b,0,1,,,,False
TOI-2443b,TOI 2443 b,0,1,,,,False
TOI-2445b,TOI 2445 b,2,3,2026-06-00,Two rocky planets through NIRSpec's eyes: what we learned from phase curves,2026ASTCS..1160090X,True
TOI-2459b,TOI 2459 b,0,0,,,,False
TOI-2497b,TOI 2497 b,0,0,,,,False
TOI-2498b,TOI 2498 b,0,0,,,,False
TOI-2567b,TOI 2567 b,0,0,,,,False
TOI-2570b,TOI 2570 b,0,0,,,,False
TOI-2583Ab,TOI 2583Ab,0,0,,,,False
TOI-2587Ab,TOI 2587Ab,0,0,,,,False
TOI-2641b,TOI 2641 b,0,0,,,,False
TOI-2803Ab,TOI 2803Ab,0,0,,,,False
TOI-2818b,TOI 2818 b,0,2,,,,False
TOI-2842b,TOI 2842 b,0,0,,,,False
TOI-2977b,TOI 2977 b,0,0,,,,False
TOI-3023b,TOI 3023 b,0,0,,,,False
TOI-3082b,TOI 3082 b,0,0,,,,False
TOI-3235b,TOI 3235 b,0,0,,,,False
TOI-3331Ab,TOI 3331Ab,0,0,,,,False
TOI-3362b,TOI 3362 b,0,2,,,,False
TOI-3364b,TOI 3364 b,0,0,,,,False
TOI-3629b,TOI 3629 b,0,1,,,,False
TOI-3688Ab,TOI 3688Ab,0,0,,,,False
TOI-3693b,TOI 3693 b,0,0,,,,False
TOI-3714b,TOI 3714 b,1,2,2025-12-00,Aligned Stellar Obliquities for Two Hot Jupiter-hosting M Dwarfs Revealed by MAROON-X: Implications for Hot Jupiter Formation,2025AJ....170..313W,True
TOI-3785b,TOI 3785 b,0,1,,,,False
TOI-3819b,TOI 3819 b,0,0,,,,False
TOI-3884b,TOI-3884b,6,9,2026-06-00,An Empirical Panchromatic Spectrum of a Giant Starspot on the M-dwarf TOI-3884 with JWST,2026ASTCS..1160039M,True
TOI-3912b,TOI 3912 b,0,0,,,,False
TOI-3976Ab,TOI 3976Ab,0,0,,,,False
TOI-4010b,TOI 4010 b,1,2,2025-10-00,Stringent Upper Bounds on Atmospheric Mass Loss from Three Neptune-sized Planets in the TOI-4010 System,2025AJ....170..247S,True
TOI-4010c,TOI 4010 c,0,0,,,,False
TOI-4010d,TOI 4010 d,0,0,,,,False
TOI-4087b,TOI 4087 b,0,0,,,,False
TOI-4137b,TOI 4137 b,0,0,,,,False
TOI-4145Ab,TOI 4145Ab,0,0,,,,False
TOI-4308b,TOI 4308 b,0,0,,,,False
TOI-4342b,TOI 4342 b,1,1,2026-04-00,"Densities of small planets around the M dwarfs TOI-4336 A and TOI-4342 with ESPRESSO: Three sub-Neptunes, one super-Earth, and a Neptune-mass candidate",2026A&A...708A..81P,True
TOI-4342c,TOI 4342 c,1,1,2026-04-00,"Densities of small planets around the M dwarfs TOI-4336 A and TOI-4342 with ESPRESSO: Three sub-Neptunes, one super-Earth, and a Neptune-mass candidate",2026A&A...708A..81P,True
TOI-4406b,TOI 4406 b,0,0,,,,False
TOI-4463Ab,TOI 4463Ab,0,0,,,,False
TOI-4479b,TOI-4479b,1,1,2025-09-00,Exoplanet transits through the exoclock project in support of the Ariel space mission,2025epsc.conf.1682D,True
TOI-4600b,TOI-4600b,1,2,2026-04-00,RV and TTV Measurements of Two Transiting Long-Period Giants around TOI-4600,2026arXiv260426426H,True
TOI-4600c,TOI-4600c,1,2,2026-04-00,RV and TTV Measurements of Two Transiting Long-Period Giants around TOI-4600,2026arXiv260426426H,True
TOI-4603b,TOI 4603 b,0,1,,,,False
TOI-4791b,TOI 4791 b,0,0,,,,False
TOI-5678b,TOI 5678 b,0,3,,,,False
TOI-5704b,TOI 5704 b,0,0,,,,False
TOI-5803b,TOI 5803 b,0,0,,,,False
TRAPPIST-1b,TRAPPIST-1b,23,53,2026-06-00,Next-Generation Analytic Modeling of Rocky Planet Atmospheres Across Dynamical Regimes,2026ASTCS..1160089W,True
TRAPPIST-1c,TRAPPIST-1c,6,29,2026-05-00,The innermost planets in the TRAPPIST-1 system do not have thick atmospheres,2026NatAs..10..608.,True
TRAPPIST-1d,TRAPPIST-1d,6,14,2026-06-00,Coupled Photochemical─Climate Modeling of Plausible Tenuous Outgassed Atmospheres on the TRAPPIST-1 Planets,2026PSJ.....7..150G,True
TRAPPIST-1e,TRAPPIST-1e,30,88,2026-06-00,JWST-TST DREAMS: Secondary Atmosphere Constraints for the Habitable Zone Planet TRAPPIST-1 e,2026ASTCS..1160070G,True
TRAPPIST-1f,TRAPPIST-1f,4,13,2026-07-00,"Interior─atmosphere coupling on TRAPPIST-1f, g, and h: cryovolcanic water exospheres and infrared detectability",2026A&A...711A.178K,True
TRAPPIST-1g,TRAPPIST 1 g,0,2,,,,False
TRAPPIST-1h,TRAPPIST-1h,2,7,2026-07-00,"Interior─atmosphere coupling on TRAPPIST-1f, g, and h: cryovolcanic water exospheres and infrared detectability",2026A&A...711A.178K,True
TrES-1b,TrES 1 b,105,256,2026-08-00,Cosmological dynamics of a generalized Klein-Gordon equation,2026MPLA...4150130B,True
TrES-2b,TrES-2b,48,121,2026-07-00,Inverse Transfer in Non-helical 2D Collisionless Magnetic Turbulence: Island-Merger Picture with Kinetic Effects,2026arXiv260713406C,True
TrES-3b,TrES 3 b,36,81,2026-07-00,High-order gravitational late-time tails in Kerr spacetime,2026arXiv260712151C,True
TrES-4b,TrES 4 b,25,59,2026-07-00,"Ephemeris Refinement for Qatar-4 b, HAT-P-18 b, and CoRoT-1 b with Small Telescope and TESS Observations",2026arXiv260715391H,True
TrES-5b,TrES 5 b,18,48,2026-07-00,The fluid record of diamond growth from dehydration fluids during slab warming,2026E&PSL.68520044C,True
V1298Taub,V1298Taub,0,0,,,,False
V1298Tauc,V1298Tauc,0,0,,,,False
V1298Taud,V1298Taud,0,0,,,,False
WASP-1b,WASP 1 b,0,0,,,,False
WASP-2b,WASP 2 b,0,0,,,,False
WASP-3b,WASP 3 b,0,2,,,,False
WASP-4b,WASP-4b,8,9,2026-04-00,Long-term monitoring of WASP-19 b: Signs of apsidal precession and molecular signatures,2026A&A...708A.313R,True
WASP-5b,WASP 5 b,0,0,,,,False
WASP-6b,WASP-6b,1,4,2025-09-00,Analysis of disequilibrium chemistry in five exoplanets' atmosphere,2025epsc.conf.1042P,True
WASP-7b,WASP 7 b,0,0,,,,False
WASP-8b,WASP-8b,1,1,2026-02-00,Determining a Modern Value of the Orbital Period of WASP-8b Using TESS Data,2026AAS...24720806B,True
WASP-10b,WASP 10 b,0,1,,,,False
WASP-11b,WASP 11 b,2,3,2026-06-00,Investigation of Transit Timing and an Optical Transmission Spectrum of the Hot Jupiter WASP-11 b,2026AJ....171..334A,True
WASP-12b,WASP-12b,18,44,2026-06-00,Effect of tidal gravity and planetary rotation on the retrieved atmospheric abundances of close-in exoplanets,2026arXiv260618100A,True
WASP-13b,WASP 13 b,0,0,,,,False
WASP-14b,WASP 14 b,0,0,,,,False
WASP-15b,WASP 15 b,0,0,,,,False
WASP-16b,WASP 16 b,0,0,,,,False
WASP-17b,WASP-17b,0,0,,,,False
WASP-18b,WASP-18b,0,0,,,,False
WASP-19b,WASP-19b,0,0,,,,False
WASP-20b,WASP-20b,0,0,,,,False
WASP-21b,WASP-21b,0,0,,,,False
WASP-22b,WASP-22b,0,0,,,,False
WASP-23b,WASP-23b,0,0,,,,False
WASP-24b,WASP-24b,0,0,,,,False
WASP-25b,WASP-25b,0,0,,,,False
WASP-26b,WASP-26b,0,0,,,,False
WASP-28b,WASP-28b,0,0,,,,False
WASP-29b,WASP-29b,0,0,,,,False
WASP-31b,WASP-31b,0,0,,,,False
WASP-32b,WASP-32b,0,0,,,,False
WASP-33b,WASP-33b,0,0,,,,False
WASP-34b,WASP-34b,0,0,,,,False
WASP-35b,WASP-35b,0,0,,,,False
WASP-36b,WASP-36b,0,0,,,,False
WASP-37b,WASP-37b,0,0,,,,False
WASP-38b,WASP-38b,0,0,,,,False
WASP-39b,WASP-39b,0,0,,,,False
WASP-41b,WASP-41b,0,0,,,,False
WASP-42b,WASP-42b,0,0,,,,False
WASP-43b,WASP-43b,0,0,,,,False
WASP-44b,WASP-44b,0,0,,,,False
WASP-45b,WASP-45b,0,0,,,,False
WASP-46b,WASP-46b,0,0,,,,False
WASP-47b,WASP-47b,0,0,,,,False
WASP-48b,WASP-48b,0,0,,,,False
WASP-49b,WASP-49b,0,0,,,,False
WASP-50b,WASP-50b,0,0,,,,False
WASP-52b,WASP-52b,0,0,,,,False
WASP-53b,WASP-53b,0,0,,,,False
WASP-54b,WASP-54b,0,0,,,,False
WASP-55b,WASP-55b,0,0,,,,False
WASP-56b,WASP-56b,0,0,,,,False
WASP-57b,WASP-57b,0,0,,,,False
WASP-58b,WASP-58b,0,0,,,,False
WASP-59b,WASP-59b,0,0,,,,False
WASP-60b,WASP-60b,0,0,,,,False
WASP-61b,WASP-61b,0,0,,,,False
WASP-62b,WASP-62b,0,0,,,,False
WASP-63b,WASP-63b,0,0,,,,False
WASP-64b,WASP-64b,0,0,,,,False
WASP-65b,WASP-65b,0,0,,,,False
WASP-66b,WASP-66b,0,0,,,,False
WASP-67b,WASP-67b,0,0,,,,False
WASP-68b,WASP-68b,0,0,,,,False
WASP-69b,WASP-69b,0,0,,,,False
WASP-70Ab,WASP-70Ab,0,0,,,,False
WASP-71b,WASP-71b,0,0,,,,False
WASP-72b,WASP-72b,0,0,,,,False
WASP-73b,WASP-73b,0,0,,,,False
WASP-74b,WASP-74b,0,0,,,,False
WASP-75b,WASP-75b,0,0,,,,False
WASP-76b,WASP-76b,0,0,,,,False
WASP-77Ab,WASP-77Ab,0,0,,,,False
WASP-78b,WASP-78b,0,0,,,,False
WASP-79b,WASP-79b,0,0,,,,False
WASP-80b,WASP-80b,0,0,,,,False
WASP-81b,WASP-81b,0,0,,,,False
WASP-82b,WASP-82b,0,0,,,,False
WASP-83b,WASP-83b,0,0,,,,False
WASP-84b,WASP-84b,0,0,,,,False
WASP-85Ab,WASP-85Ab,0,0,,,,False
WASP-87b,WASP-87b,0,0,,,,False
WASP-88b,WASP-88b,0,0,,,,False
WASP-89b,WASP-89b,0,0,,,,False
WASP-90b,WASP-90b,0,0,,,,False
WASP-91b,WASP-91b,0,0,,,,False
WASP-92b,WASP-92b,0,0,,,,False
WASP-93b,WASP-93b,0,0,,,,False
WASP-94Ab,WASP-94Ab,0,0,,,,False
WASP-95b,WASP-95b,0,0,,,,False
WASP-96b,WASP-96b,0,0,,,,False
WASP-97b,WASP-97b,0,0,,,,False
WASP-98b,WASP-98b,0,0,,,,False
WASP-99b,WASP-99b,0,0,,,,False
WASP-100b,WASP-100b,0,0,,,,False
WASP-101b,WASP-101b,0,0,,,,False
WASP-103b,WASP-103b,0,0,,,,False
WASP-104b,WASP-104b,0,0,,,,False
WASP-105b,WASP-105b,0,0,,,,False
WASP-106b,WASP-106b,0,0,,,,False
WASP-107b,WASP-107b,0,0,,,,False
WASP-110b,WASP-110b,0,0,,,,False
WASP-113b,WASP-113b,0,0,,,,False
WASP-114b,WASP-114b,0,0,,,,False
WASP-117b,WASP-117b,0,0,,,,False
WASP-118b,WASP-118b,0,0,,,,False
WASP-119b,WASP-119b,0,0,,,,False
WASP-120b,WASP-120b,0,0,,,,False
WASP-121b,WASP-121b,0,0,,,,False
WASP-123b,WASP-123b,0,0,,,,False
WASP-124b,WASP-124b,0,0,,,,False
WASP-126b,WASP-126b,0,0,,,,False
WASP-127b,WASP-127b,0,0,,,,False
WASP-129b,WASP-129b,0,0,,,,False
WASP-130b,WASP-130b,0,0,,,,False
WASP-131b,WASP-131b,0,0,,,,False
WASP-132b,WASP-132b,0,0,,,,False
WASP-133b,WASP-133b,0,0,,,,False
WASP-135b,WASP-135b,0,0,,,,False
WASP-136b,WASP-136b,0,0,,,,False
WASP-138b,WASP-138b,0,0,,,,False
WASP-139b,WASP-139b,0,0,,,,False
WASP-140b,WASP-140b,0,0,,,,False
WASP-141b,WASP-141b,0,0,,,,False
WASP-142b,WASP-142b,0,0,,,,False
WASP-144b,WASP-144b,0,0,,,,False
WASP-145Ab,WASP-145Ab,0,0,,,,False
WASP-147b,WASP-147b,0,0,,,,False
WASP-148b,WASP-148b,0,0,,,,False
WASP-150b,WASP-150b,0,0,,,,False
WASP-151b,WASP-151b,0,0,,,,False
WASP-153b,WASP-153b,0,0,,,,False
WASP-156b,WASP-156b,0,0,,,,False
WASP-157b,WASP-157b,0,0,,,,False
WASP-158b,WASP-158b,0,0,,,,False
WASP-159b,WASP-159b,0,0,,,,False
WASP-160Bb,WASP-160Bb,0,0,,,,False
WASP-161b,WASP-161b,0,0,,,,False
WASP-162b,WASP-162b,0,0,,,,False
WASP-163b,WASP-163b,0,0,,,,False
WASP-164b,WASP-164b,0,0,,,,False
WASP-165b,WASP-165b,0,0,,,,False
WASP-166b,WASP-166b,0,0,,,,False
WASP-167b,WASP-167b,0,0,,,,False
WASP-168b,WASP-168b,0,0,,,,False
WASP-169b,WASP-169b,0,0,,,,False
WASP-170b,WASP-170b,0,0,,,,False
WASP-171b,WASP-171b,0,0,,,,False
WASP-172b,WASP-172b,0,0,,,,False
WASP-173Ab,WASP-173Ab,0,0,,,,False
WASP-174b,WASP-174b,0,0,,,,False
WASP-175b,WASP-175b,0,0,,,,False
WASP-176b,WASP-176b,0,0,,,,False
WASP-177b,WASP-177b,0,0,,,,False
WASP-178b,WASP-178b,0,0,,,,False
WASP-180Ab,WASP-180Ab,0,0,,,,False
WASP-181b,WASP-181b,0,0,,,,False
WASP-182b,WASP-182b,0,0,,,,False
WASP-183b,WASP-183b,0,0,,,,False
WASP-184b,WASP-184b,0,0,,,,False
WASP-185b,WASP-185b,0,0,,,,False
WASP-186b,WASP-186b,0,0,,,,False
WASP-187b,WASP-187b,0,0,,,,False
WASP-189b,WASP-189b,0,0,,,,False
WASP-190b,WASP-190b,0,0,,,,False
WASP-192b,WASP-192b,0,0,,,,False
Wolf503b,Wolf503b,0,0,,,,False
XO-1b,XO-1b,0,0,,,,False
XO-2Nb,XO-2Nb,0,0,,,,False
XO-3b,XO-3b,0,0,,,,False
XO-4b,XO-4b,0,0,,,,False
XO-5b,XO-5b,0,0,,,,False
XO-6b,XO-6b,0,0,,,,False
XO-7b,XO-7b,0,0,,,,False
piMenc,piMenc,0,0,,,,False
