event_id,name,epoch,pred_sigma_min,T0,P,duration_hours,mag_V,mag_R,depth_mmag,current_oc_min,min_telescope_inches,ra,dec,n_obs_recent,exoclock_priority,recent_activity_flag,events_per_month,network_needed,campaign_flag,ttv_flag,snr_proxy,time_since_last_obs_days,last_obs_jd,papers_last_12m,papers_last_36m,latest_title,latest_bibcode,last_paper_date,Tmid_utc,obs_frac,obs_max_alt,obs_min_alt,obs_mean_airmass,obs_visible,obs_peak_time_jd,ttv_amplitude_min,ttv_signal_strength,ttv_significance_class,instrument_difficulty,instrument_difficulty_norm,aperture_exoclock,required_aperture,aperture_ratio,instrument_flag,instrument_feasible,aperture_consistency,instrument_penalty,science_priority_numeric,science_recency_score,campaign_intensity,campaign_intensity_norm,S1,S2,S3,S4,S5,S6,base_score,final_score,priority_group,obs_frac_pct,final_score_pct,obs_interpretation,ephemeris_interpretation,score_interpretation,science_interpretation,synergy_explanation,score_breakdown,summary_text,flag_labels
TOI-3331Ab_942,TOI-3331Ab,942,5.839969729587067,2459371.653,2.0180231,2.12,11.64,11.588,19.02,-0.47,5.06,271.3241645833333,-34.1070975,1,medium,,14.866033991384933,False,False,0,32.61,1874.0913849808276,2459371.653,0,0,,,,2026-08-20 03:07:08.498,0.0,7.598058332897072,-36.293376752682484,43.27021235693812,0,2461272.5466261343,0.47,0.0235,none,5,0.8333333333333334,5.06,9.17819847542314,0.38242493647596415,OK,True,1.8138732164867866,1.0,3,0.5,4.5,0.5294117647058824,4,1,5,1,3.5,3,2.925,2.925,0,0.40698924731182795,0.9692204301075269,There is going to be limited visibility,"The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a medium ExoClock priority; 1 observations recorded in the last year,This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.925, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a medium ExoClock priority; 1 observations recorded in the last year', 'coordination': 'This target has only partial visibility.', 'network': False, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. This target has a medium ExoClock priority; 1 observations recorded in the last year.",—
TOI-3331Ab_943,TOI-3331Ab,943,5.846154203503443,2459371.653,2.0180231,2.12,11.64,11.588,19.02,-0.47,5.06,271.3241645833333,-34.1070975,1,medium,,14.866033991384933,False,False,0,32.61,1874.0913849826902,2459371.653,0,0,,,,2026-08-22 03:33:05.694,0.0,2.168194314002285,-43.194872773402416,101.57166529583905,0,2461274.564649236,0.47,0.0235,none,5,0.8333333333333334,5.06,9.17819847542314,0.38242493647596415,OK,True,1.8138732164867866,1.0,3,0.5,4.5,0.5294117647058824,4,1,5,1,3.5,3,2.925,2.925,0,0.40698924731182795,0.9692204301075269,There is going to be limited visibility,"The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a medium ExoClock priority; 1 observations recorded in the last year,This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.925, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a medium ExoClock priority; 1 observations recorded in the last year', 'coordination': 'This target has only partial visibility.', 'network': False, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (5.8 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. This target has a medium ExoClock priority; 1 observations recorded in the last year.",—
HATS-60b_678,HATS-60b,678,3.437454352008622,2458845.39299,3.5608102,3.88,12.641,12.265,8.32,3.73,9.11,341.3640179166667,-14.991762499999998,0,medium,,8.425048883537796,True,False,0,12.29,2400.351386293303,2458845.39299,0,0,,,,2026-08-07 02:54:58.021,1.0,46.85076392057076,37.58313212009574,1.4511149257444833,1,2461259.618727095,3.73,0.1865,none,2,0.3333333333333333,9.11,16.264963976727255,0.6777068323636356,OK,True,1.7853967043608405,1.0,3,1.0,4.5275146650613385,0.5326487841248634,3,1,2,5,4.0,3,2.9000000000000004,2.9000000000000004,0,0.9839381720430107,0.968010752688172,There is excellent visibility,"The ephemeris remains relatively well constrained (3.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a medium ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended.","{'priority': 'This is a top priority target', 'score': 2.9000000000000004, 'visibility': 'There is excellent visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (3.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a medium ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended.', 'network': True, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (3.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is excellent visibility. This target has a medium ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
HD73583b_346,HD73583b,346,1.8670750131948364,2459035.93282,6.398058,2.23,9.63,9.001,1.87,-11.35,21.21,129.68858458333335,-13.256692222222222,0,alert,,4.688922795010611,False,True,1,14.63,2209.8115566503257,2459035.93282,0,0,,,,2026-07-28 03:50:31.540,0.0,-26.76841857840096,-73.73312478134964,,0,2461249.742031713,11.35,0.5675,moderate,2,0.3333333333333333,21.21,11.309864372269598,0.47124434884456656,OK,True,0.5332326436713625,1.0,5,1.0,4.906676838503183,0.5772560986474333,2,4,2,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This is an ExoClock alert target; there have been no observations in the last years,This target has been - or currently is - part of an active campaign. This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This is an ExoClock alert target; there have been no observations in the last years', 'coordination': 'This target has been - or currently is - part of an active campaign. This target has only partial visibility.', 'network': False, 'campaign': True}","This is a top priority target. The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal moderate. This is an ExoClock alert target; there have been no observations in the last years. part of an active campaign.",📡 Campaign
HD73583b_347,HD73583b,347,1.8720557382472776,2459035.93282,6.398058,2.23,9.63,9.001,1.87,-11.35,21.21,129.68858458333335,-13.256692222222222,0,alert,,4.688922795010611,False,True,1,14.63,2209.8115566535853,2459035.93282,0,0,,,,2026-08-03 13:23:43.751,0.0,48.35082494744831,35.60819508762201,1.427674445847248,0,2461256.0400897106,11.35,0.5675,moderate,2,0.3333333333333333,21.21,11.309864372269598,0.47124434884456656,OK,True,0.5332326436713625,1.0,5,1.0,4.906676838503183,0.5772560986474333,2,4,2,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This is an ExoClock alert target; there have been no observations in the last years,This target has been - or currently is - part of an active campaign. This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This is an ExoClock alert target; there have been no observations in the last years', 'coordination': 'This target has been - or currently is - part of an active campaign. This target has only partial visibility.', 'network': False, 'campaign': True}","This is a top priority target. The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal moderate. This is an ExoClock alert target; there have been no observations in the last years. part of an active campaign.",📡 Campaign
HD73583b_348,HD73583b,348,1.8770375640952477,2459035.93282,6.398058,2.23,9.63,9.001,1.87,-11.35,21.21,129.68858458333335,-13.256692222222222,0,alert,,4.688922795010611,False,True,1,14.63,2209.8115566559136,2459035.93282,0,0,,,,2026-08-09 22:56:55.963,0.0,-37.89524301065547,-75.0469922404325,,0,2461262.3728699423,11.35,0.5675,moderate,2,0.3333333333333333,21.21,11.309864372269598,0.47124434884456656,OK,True,0.5332326436713625,1.0,5,1.0,4.906676838503183,0.5772560986474333,2,4,2,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This is an ExoClock alert target; there have been no observations in the last years,This target has been - or currently is - part of an active campaign. This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This is an ExoClock alert target; there have been no observations in the last years', 'coordination': 'This target has been - or currently is - part of an active campaign. This target has only partial visibility.', 'network': False, 'campaign': True}","This is a top priority target. The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal moderate. This is an ExoClock alert target; there have been no observations in the last years. part of an active campaign.",📡 Campaign
HD73583b_349,HD73583b,349,1.8820204819967608,2459035.93282,6.398058,2.23,9.63,9.001,1.87,-11.35,21.21,129.68858458333335,-13.256692222222222,0,alert,,4.688922795010611,False,True,1,14.63,2209.8115566577762,2459035.93282,0,0,,,,2026-08-16 08:30:08.174,0.0,42.012315392550434,-1.3903388679141284,6.989199465659895,0,2461268.9362057177,11.35,0.5675,moderate,2,0.3333333333333333,21.21,11.309864372269598,0.47124434884456656,OK,True,0.5332326436713625,1.0,5,1.0,4.906676838503183,0.5772560986474333,2,4,2,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This is an ExoClock alert target; there have been no observations in the last years,This target has been - or currently is - part of an active campaign. This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This is an ExoClock alert target; there have been no observations in the last years', 'coordination': 'This target has been - or currently is - part of an active campaign. This target has only partial visibility.', 'network': False, 'campaign': True}","This is a top priority target. The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal moderate. This is an ExoClock alert target; there have been no observations in the last years. part of an active campaign.",📡 Campaign
HD73583b_350,HD73583b,350,1.8870044833013453,2459035.93282,6.398058,2.23,9.63,9.001,1.87,-11.35,21.21,129.68858458333335,-13.256692222222222,0,alert,,4.688922795010611,False,True,1,14.63,2209.8115566601045,2459035.93282,0,0,,,,2026-08-22 18:03:20.385,0.0,14.379404572899848,-36.90900639227441,19.74381486484415,0,2461275.1689859377,11.35,0.5675,moderate,2,0.3333333333333333,21.21,11.309864372269598,0.47124434884456656,OK,True,0.5332326436713625,1.0,5,1.0,4.906676838503183,0.5772560986474333,2,4,2,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This is an ExoClock alert target; there have been no observations in the last years,This target has been - or currently is - part of an active campaign. This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This is an ExoClock alert target; there have been no observations in the last years', 'coordination': 'This target has been - or currently is - part of an active campaign. This target has only partial visibility.', 'network': False, 'campaign': True}","This is a top priority target. The ephemeris remains relatively well constrained (1.9 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal moderate. This is an ExoClock alert target; there have been no observations in the last years. part of an active campaign.",📡 Campaign
HD191939c_70,HD191939c,70,7.166644336089218,2459269.0747,28.58004,4.45,8.97,8.5,1.19,0.0,27.18,302.02397874999997,66.85057638888888,0,high,,1.049683625355318,True,False,0,14.99,1976.6696768994443,2459269.0747,0,0,,,,2026-08-17 04:14:26.817,0.75,44.304736640841604,22.037761273594956,1.889222292546703,1,2461269.5933659375,0.0,0.0,none,1,0.16666666666666666,27.18,7.405888095935047,0.3085786706639603,OK,True,0.27247564738539537,1.0,4,1.0,2.3149050876065953,0.27234177501254064,4,1,1,4,5.0,2,2.9,2.9,0,0.9395161290322581,0.9671370967741936,There is excellent visibility,"The ephemeris remains relatively well constrained (7.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended.","{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is excellent visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (7.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended.', 'network': True, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (7.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is excellent visibility. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
K2-39b_927,K2-39b,927,1027.8915321092002,2456985.4315,4.60497,8.95,10.872,10.7,0.46,0.0,95.76,338.3683879166667,-9.02277138888889,0,high,,6.514700421501118,True,False,0,3.56,4260.312877400778,2456985.4315,0,0,,,,2026-08-01 17:42:33.633,0.0,-21.458420643248814,-68.13315927972631,,0,2461254.3198337154,0.0,0.0,none,0,0.0,95.76,20.166948915677327,0.8402895381532219,OK,True,0.21059888174266214,1.0,4,1.0,5.454410126450336,0.6416953089941572,5,1,1,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"Predicted transit timing uncertainty has grown to approximately 1027.9 minutes, indicating that additional observations would improve ephemeris precision.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'Predicted transit timing uncertainty has grown to approximately 1027.9 minutes, indicating that additional observations would improve ephemeris precision.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. Predicted transit timing uncertainty has grown to approximately 1027.9 minutes, indicating that additional observations would improve ephemeris precision.. There is going to be limited visibility. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
K2-39b_928,K2-39b,928,1029.0002955455732,2456985.4315,4.60497,8.95,10.872,10.7,0.46,0.0,95.76,338.3683879166667,-9.02277138888889,0,high,,6.514700421501118,True,False,0,3.56,4260.3128774031065,2456985.4315,0,0,,,,2026-08-06 08:13:43.041,0.0,26.75763962365693,-24.111544806559635,22.586130415569404,0,2461258.7595259375,0.0,0.0,none,0,0.0,95.76,20.166948915677327,0.8402895381532219,OK,True,0.21059888174266214,1.0,4,1.0,5.454410126450336,0.6416953089941572,5,1,1,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"Predicted transit timing uncertainty has grown to approximately 1029.0 minutes, indicating that additional observations would improve ephemeris precision.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'Predicted transit timing uncertainty has grown to approximately 1029.0 minutes, indicating that additional observations would improve ephemeris precision.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. Predicted transit timing uncertainty has grown to approximately 1029.0 minutes, indicating that additional observations would improve ephemeris precision.. There is going to be limited visibility. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
K2-39b_930,K2-39b,930,1031.217822654313,2456985.4315,4.60497,8.95,10.872,10.7,0.46,0.0,95.76,338.3683879166667,-9.02277138888889,0,high,,6.514700421501118,True,False,0,3.56,4260.312877407763,2456985.4315,0,0,,,,2026-08-15 13:16:01.857,0.0,-45.746283464163064,-70.58146995081201,,0,2461267.9694659375,0.0,0.0,none,0,0.0,95.76,20.166948915677327,0.8402895381532219,OK,True,0.21059888174266214,1.0,4,1.0,5.454410126450336,0.6416953089941572,5,1,1,1,5.0,4,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"Predicted transit timing uncertainty has grown to approximately 1031.2 minutes, indicating that additional observations would improve ephemeris precision.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'Predicted transit timing uncertainty has grown to approximately 1031.2 minutes, indicating that additional observations would improve ephemeris precision.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. Predicted transit timing uncertainty has grown to approximately 1031.2 minutes, indicating that additional observations would improve ephemeris precision.. There is going to be limited visibility. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
TOI-139b_265,TOI-139b,265,9.270916381890034,2458334.8906,11.07085,2.43,10.4,9.807,1.37,0.0,32.5,336.40227583333336,-34.90958222222222,0,high,,2.7098190292524964,False,False,0,7.62,2910.8537809201516,2458334.8906,0,0,,,,2026-08-16 03:57:40.257,0.525,26.926068727827413,5.064634521993022,3.7053350986891807,1,2461268.5817159377,0.0,0.0,none,1,0.16666666666666666,32.5,18.045429007176892,0.7518928752990371,OK,True,0.5552439694515967,1.0,4,1.0,0.812945708775749,0.09564067162067635,5,1,1,3,5.0,1,2.9,2.9,0,0.907258064516129,0.9671370967741936,There is excellent visibility,"The ephemeris remains relatively well constrained (9.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,There is no special coordination required.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is excellent visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (9.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'There is no special coordination required.', 'network': False, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (9.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is excellent visibility. This target has a high ExoClock priority; there have been no observations in the last years.",—
TOI-421c_156,TOI-421c,156,5.248270393034187,2458745.41665,16.067566,2.68,9.93,9.535,3.24,0.0,12.81,81.85344083333334,-14.2769575,0,high,,1.8671154050339673,False,False,0,20.42,2500.327731318772,2458745.41665,0,0,,,,2026-07-30 10:56:50.951,0.0,47.44791773287328,30.33098254223932,1.4964344256676514,0,2461251.918645266,0.0,0.0,none,4,0.6666666666666666,12.81,8.998927016137744,0.37495529233907265,OK,True,0.7024923509865529,1.0,4,1.0,2.06013462151019,0.24236877900119883,4,1,4,1,5.0,2,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (5.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (5.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'This target has only partial visibility.', 'network': False, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (5.2 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. This target has a high ExoClock priority; there have been no observations in the last years.",—
TOI-421c_157,TOI-421c,157,5.280878959567016,2458745.41665,16.067566,2.68,9.93,9.535,3.24,0.0,12.81,81.85344083333334,-14.2769575,0,high,,1.8671154050339673,False,False,0,20.42,2500.3277313211,2458745.41665,0,0,,,,2026-08-15 12:34:08.654,0.0,41.64422409266906,-1.0637080843299807,8.006063138819524,0,2461267.94037794,0.0,0.0,none,4,0.6666666666666666,12.81,8.998927016137744,0.37495529233907265,OK,True,0.7024923509865529,1.0,4,1.0,2.06013462151019,0.24236877900119883,4,1,4,1,5.0,2,2.9,2.9,0,0.40698924731182795,0.9671370967741936,There is going to be limited visibility,"The ephemeris remains relatively well constrained (5.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,This target has only partial visibility.,"{'priority': 'This is a top priority target', 'score': 2.9, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (5.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'This target has only partial visibility.', 'network': False, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (5.3 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. This target has a high ExoClock priority; there have been no observations in the last years.",—
TOI-470b_168,TOI-470b,168,7.428446254768924,2459205.9825,12.19148,3.06,11.17,10.994,3.05,-6.71,18.06,94.00965416666666,-25.031121944444443,0,high,,2.46073487386273,True,False,0,9.02,2039.7618815181777,2459205.9825,0,0,,,,2026-08-01 15:36:29.313,0.0,22.197428318990667,-22.495923248692392,13.067756840490102,0,2461254.0670059375,6.71,0.3355,weak,2,0.3333333333333333,18.06,15.364555437849766,0.640189809910407,OK,True,0.8507505779540292,1.0,4,1.0,4.238220462158819,0.4986141720186846,4,2,2,1,5.0,3,2.8999999999999995,2.8999999999999995,0,0.40698924731182795,0.9661962365591398,There is going to be limited visibility,"The ephemeris remains relatively well constrained (7.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.8999999999999995, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (7.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (7.4 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal weak. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
TOI-470b_169,TOI-470b,169,7.470658380624318,2459205.9825,12.19148,3.06,11.17,10.994,3.05,-6.71,18.06,94.00965416666666,-25.031121944444443,0,high,,2.46073487386273,True,False,0,9.02,2039.761881520506,2459205.9825,0,0,,,,2026-08-13 20:12:13.185,0.0,-40.704290555664,-86.7345174530911,,0,2461266.2584859375,6.71,0.3355,weak,2,0.3333333333333333,18.06,15.364555437849766,0.640189809910407,OK,True,0.8507505779540292,1.0,4,1.0,4.238220462158819,0.4986141720186846,4,2,2,1,5.0,3,2.8999999999999995,2.8999999999999995,0,0.40698924731182795,0.9661962365591398,There is going to be limited visibility,"The ephemeris remains relatively well constrained (7.5 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a high ExoClock priority; there have been no observations in the last years,"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.8999999999999995, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (7.5 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a high ExoClock priority; there have been no observations in the last years', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (7.5 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal weak. This target has a high ExoClock priority; there have been no observations in the last years. requires multi-site coordination.",🌍 Network
TOI-2158b_200,TOI-2158b,200,8.681671507261253,2459534.96705,8.60075,3.72,10.89,10.43,4.77,7.13,9.75,276.8102545833333,20.526852777777776,3,medium,,3.4880679010551408,True,False,0,22.48,1710.7773340651765,2459534.96705,0,0,,,,2026-08-02 14:47:23.937,0.0,8.776784708996368,-33.50893880146619,41.56800273570526,0,2461255.1981937154,7.13,0.3565,weak,2,0.3333333333333333,9.75,9.794899227883063,0.4081208011617943,OK,True,1.0046050490136476,1.0,3,0.25,4.546420370316542,0.5348729847431226,5,2,2,1,3.25,3,2.8875,2.8875,0,0.40698924731182795,0.9658602150537634,There is going to be limited visibility,"The ephemeris remains relatively well constrained (8.7 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.",This is a top priority target,This target has a medium ExoClock priority; 3 observations in the last year (moderately monitored),"For this target, multi-site coordination is recommended. This target has only partial visibility.","{'priority': 'This is a top priority target', 'score': 2.8875, 'visibility': 'There is going to be limited visibility', 'ephemeris': 'The ephemeris remains relatively well constrained (8.7 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.', 'science': 'This target has a medium ExoClock priority; 3 observations in the last year (moderately monitored)', 'coordination': 'For this target, multi-site coordination is recommended. This target has only partial visibility.', 'network': True, 'campaign': False}","This is a top priority target. The ephemeris remains relatively well constrained (8.7 minute uncertainty), but the target has not been observed recently and would benefit from maintenance observations.. There is going to be limited visibility. TTV signal weak. This target has a medium ExoClock priority; 3 observations in the last year (moderately monitored). requires multi-site coordination.",🌍 Network
